date,home_team,away_team,home_score,away_score,tournament,neutral
2024-09-04,Curaçao,Algeria,0,0,Qualifiers,1
2024-09-05,Egypt,Cape Verde,2,0,Qualifiers,1
2024-09-07,Panama,Haiti,2,1,Qualifiers,0
2024-09-10,Argentina,USA,2,0,Qualifiers,1
2024-09-11,Algeria,Canada,0,2,Qualifiers,0
2024-09-13,Ecuador,Portugal,1,4,Friendly,1
2024-09-13,Haiti,Germany,3,1,Friendly,1
2024-09-13,Iran,England,0,1,Qualifiers,1
2024-09-15,Tunisia,Türkiye,2,4,Qualifiers,0
2024-09-15,Curaçao,Uzbekistan,2,1,Qualifiers,1
2024-09-17,Australia,Algeria,5,0,Qualifiers,1
2024-09-17,Switzerland,Portugal,2,0,Qualifiers,1
2024-09-17,Algeria,Switzerland,0,0,Friendly,1
2024-09-23,Croatia,Cape Verde,3,0,Friendly,1
2024-09-23,Canada,Australia,0,1,Continental Cup,1
2024-09-24,Saudi Arabia,Ecuador,2,6,Friendly,0
2024-09-24,DR Congo,France,1,0,Qualifiers,1
2024-09-24,Portugal,Jordan,3,0,Friendly,0
2024-09-28,Haiti,Uruguay,2,2,Continental Cup,1
2024-09-28,Iran,Haiti,0,1,Qualifiers,1
2024-09-28,Algeria,Germany,1,0,FIFA World Cup,1
2024-09-29,New Zealand,Qatar,1,1,Friendly,1
2024-09-29,Tunisia,Japan,4,3,FIFA World Cup,1
2024-09-30,Ivory Coast,South Korea,3,0,FIFA World Cup,1
2024-09-30,England,Cape Verde,2,1,Friendly,0
2024-10-01,Argentina,Brazil,1,1,Continental Cup,1
2024-10-06,Switzerland,Belgium,0,2,FIFA World Cup,1
2024-10-06,Germany,South Korea,1,1,Friendly,1
2024-10-06,Jordan,Argentina,1,4,Friendly,1
2024-10-07,England,DR Congo,1,3,Qualifiers,0
2024-10-09,Mexico,Iran,0,0,Friendly,1
2024-10-09,Haiti,Senegal,1,1,Qualifiers,0
2024-10-10,DR Congo,Egypt,3,2,Friendly,1
2024-10-12,Bosnia and Herzegovina,South Africa,2,2,Qualifiers,1
2024-10-12,Norway,Bosnia and Herzegovina,2,1,Qualifiers,0
2024-10-14,Sweden,Curaçao,0,0,Friendly,0
2024-10-14,Curaçao,Germany,2,1,Friendly,0
2024-10-15,Portugal,South Africa,0,3,Friendly,0
2024-10-16,Spain,Czechia,2,0,Friendly,0
2024-10-17,Senegal,Türkiye,2,2,Qualifiers,0
2024-10-17,South Korea,Austria,0,0,Qualifiers,1
2024-10-19,Uruguay,Uzbekistan,1,0,Friendly,0
2024-10-22,Iran,Belgium,0,1,Qualifiers,0
2024-10-22,Panama,Iran,1,1,Qualifiers,0
2024-10-23,Türkiye,USA,3,3,Friendly,0
2024-10-24,Czechia,Iran,1,0,Friendly,0
2024-10-24,Switzerland,Brazil,1,2,Continental Cup,1
2024-10-25,Curaçao,Uzbekistan,0,1,Qualifiers,0
2024-10-26,Scotland,Bosnia and Herzegovina,3,0,Friendly,0
2024-10-26,DR Congo,Norway,1,2,Qualifiers,0
2024-10-26,USA,Cape Verde,0,2,Continental Cup,1
2024-10-26,Bosnia and Herzegovina,Austria,1,2,Continental Cup,1
2024-10-29,Ivory Coast,New Zealand,4,1,Friendly,0
2024-10-29,Spain,Colombia,4,4,Friendly,0
2024-10-29,Haiti,South Korea,0,1,Continental Cup,1
2024-10-30,Panama,Ghana,1,2,Qualifiers,0
2024-10-30,Australia,Ghana,1,2,Qualifiers,1
2024-10-30,Bosnia and Herzegovina,Paraguay,1,5,Friendly,1
2024-10-31,Bosnia and Herzegovina,Jordan,1,0,Friendly,0
2024-10-31,Belgium,Saudi Arabia,1,1,Qualifiers,0
2024-11-01,Scotland,Ivory Coast,3,0,Friendly,1
2024-11-02,USA,Qatar,0,1,Qualifiers,0
2024-11-02,Uruguay,South Africa,4,1,Qualifiers,1
2024-11-02,South Africa,Norway,0,0,Qualifiers,0
2024-11-02,England,Portugal,2,3,Continental Cup,1
2024-11-03,Iran,South Korea,1,1,Friendly,1
2024-11-03,Argentina,Qatar,2,0,Friendly,0
2024-11-03,USA,Belgium,3,1,FIFA World Cup,1
2024-11-04,Jordan,Norway,0,1,Qualifiers,0
2024-11-05,Argentina,Ivory Coast,3,0,Qualifiers,1
2024-11-07,Iran,Belgium,1,2,Qualifiers,0
2024-11-07,France,DR Congo,3,1,Continental Cup,1
2024-11-10,Senegal,Ecuador,2,2,Friendly,0
2024-11-10,Morocco,Ivory Coast,0,2,Continental Cup,1
2024-11-11,South Korea,Algeria,1,0,Continental Cup,1
2024-11-12,Panama,Türkiye,1,3,Continental Cup,1
2024-11-12,Norway,Tunisia,2,0,Qualifiers,0
2024-11-13,Qatar,Croatia,1,3,Qualifiers,0
2024-11-13,Iraq,South Africa,1,1,Qualifiers,1
2024-11-15,Qatar,Argentina,2,3,Qualifiers,1
2024-11-15,Czechia,Germany,1,2,FIFA World Cup,1
2024-11-15,Bosnia and Herzegovina,Haiti,3,0,Friendly,1
2024-11-16,Iran,Norway,1,2,Continental Cup,1
2024-11-17,Saudi Arabia,Argentina,0,1,Qualifiers,1
2024-11-17,New Zealand,Curaçao,0,4,Continental Cup,1
2024-11-18,Curaçao,England,0,4,Friendly,1
2024-11-18,Croatia,Egypt,4,1,Friendly,0
2024-11-20,Argentina,Switzerland,2,0,Qualifiers,0
2024-11-20,Sweden,Scotland,6,3,Qualifiers,0
2024-11-20,Argentina,Cape Verde,3,1,Qualifiers,1
2024-11-21,Ivory Coast,Egypt,1,0,Qualifiers,1
2024-11-21,Canada,Uzbekistan,3,1,Friendly,1
2024-11-22,Iran,South Africa,1,0,Qualifiers,1
2024-11-23,Qatar,Ivory Coast,1,3,Continental Cup,1
2024-11-24,Germany,Jordan,2,4,Continental Cup,1
2024-11-25,Sweden,Japan,1,0,Qualifiers,0
2024-11-26,England,Mexico,0,3,Friendly,1
2024-11-27,New Zealand,Tunisia,0,2,Continental Cup,1
2024-11-27,Ghana,Paraguay,1,0,Continental Cup,1
2024-11-28,Algeria,Ivory Coast,1,0,Friendly,0
2024-11-28,Qatar,Japan,4,0,Friendly,0
2024-11-29,Iran,Paraguay,5,0,Qualifiers,0
2024-11-29,Saudi Arabia,Ivory Coast,0,2,Continental Cup,1
2024-11-30,New Zealand,Sweden,1,3,Continental Cup,1
2024-12-01,Japan,Iran,2,0,Continental Cup,1
2024-12-02,Portugal,Uzbekistan,1,0,Qualifiers,1
2024-12-02,Norway,Colombia,2,0,Friendly,0
2024-12-03,Colombia,Algeria,4,1,Friendly,0
2024-12-05,Austria,Scotland,0,2,Qualifiers,1
2024-12-05,Switzerland,Uzbekistan,1,1,FIFA World Cup,1
2024-12-07,Ecuador,Türkiye,2,0,Qualifiers,0
2024-12-07,South Africa,New Zealand,2,1,Qualifiers,0
2024-12-07,Saudi Arabia,South Korea,0,0,Friendly,0
2024-12-08,Türkiye,Iraq,0,1,Qualifiers,0
2024-12-09,Uzbekistan,Panama,3,0,Qualifiers,0
2024-12-13,New Zealand,Spain,2,4,Continental Cup,1
2024-12-13,Australia,Belgium,0,1,Qualifiers,0
2024-12-14,Sweden,England,0,0,Qualifiers,0
2024-12-16,Brazil,Switzerland,2,2,Qualifiers,0
2024-12-17,Ecuador,France,1,1,Qualifiers,1
2024-12-18,Bosnia and Herzegovina,Argentina,1,4,Continental Cup,1
2024-12-19,Czechia,Norway,4,3,Continental Cup,1
2024-12-22,Czechia,Switzerland,2,1,Qualifiers,0
2024-12-24,Uzbekistan,Cape Verde,1,2,Friendly,1
2024-12-24,England,Haiti,2,1,Qualifiers,1
2024-12-25,Netherlands,England,2,8,FIFA World Cup,1
2024-12-28,Colombia,Bosnia and Herzegovina,2,1,Qualifiers,0
2024-12-28,Croatia,New Zealand,3,2,FIFA World Cup,1
2024-12-28,Croatia,Tunisia,0,1,Qualifiers,0
2024-12-29,Egypt,Senegal,1,3,Qualifiers,0
2024-12-29,USA,South Africa,0,1,Friendly,1
2024-12-29,Norway,Ivory Coast,2,3,Continental Cup,1
2025-01-01,Scotland,Argentina,1,1,Continental Cup,1
2025-01-01,Saudi Arabia,Norway,1,3,Qualifiers,1
2025-01-01,Czechia,Uzbekistan,2,0,Friendly,1
2025-01-03,New Zealand,Sweden,1,4,Continental Cup,1
2025-01-04,Netherlands,France,0,1,Qualifiers,1
2025-01-06,Norway,Croatia,2,5,Friendly,1
2025-01-08,Spain,Bosnia and Herzegovina,2,0,Friendly,1
2025-01-10,Spain,Egypt,1,2,Continental Cup,1
2025-01-12,South Africa,Cape Verde,2,2,Qualifiers,1
2025-01-13,Senegal,Morocco,0,2,Friendly,1
2025-01-13,France,Uzbekistan,3,0,Continental Cup,1
2025-01-14,Australia,Sweden,2,1,Friendly,1
2025-01-15,Netherlands,Scotland,1,1,Friendly,0
2025-01-16,Morocco,Haiti,6,0,Qualifiers,0
2025-01-16,Ghana,Haiti,1,1,Qualifiers,0
2025-01-17,Haiti,Ghana,2,1,Friendly,1
2025-01-18,Portugal,Austria,1,2,Qualifiers,1
2025-01-19,South Korea,Scotland,3,0,Qualifiers,0
2025-01-21,Brazil,Haiti,0,0,Friendly,0
2025-01-22,Sweden,Germany,0,2,Friendly,1
2025-01-23,Belgium,Colombia,0,1,Qualifiers,0
2025-01-24,South Korea,Japan,3,1,Continental Cup,1
2025-01-25,Sweden,Norway,1,3,Continental Cup,1
2025-01-27,Paraguay,Uruguay,0,3,Qualifiers,1
2025-01-27,Paraguay,Ecuador,2,1,Continental Cup,1
2025-01-28,France,Croatia,1,1,Qualifiers,1
2025-01-28,Saudi Arabia,Tunisia,1,0,Qualifiers,0
2025-01-29,Canada,Australia,3,0,Qualifiers,1
2025-01-30,Scotland,Norway,1,0,Friendly,1
2025-01-31,Qatar,Netherlands,3,2,Qualifiers,0
2025-01-31,Switzerland,Paraguay,2,1,Continental Cup,1
2025-01-31,Senegal,Argentina,1,1,Friendly,1
2025-02-01,Curaçao,Germany,3,0,Friendly,1
2025-02-01,Tunisia,Curaçao,1,0,Continental Cup,1
2025-02-02,Qatar,DR Congo,3,2,Friendly,0
2025-02-03,Germany,Belgium,3,2,Continental Cup,1
2025-02-03,Curaçao,Qatar,3,0,Qualifiers,1
2025-02-04,Colombia,Bosnia and Herzegovina,4,0,FIFA World Cup,1
2025-02-04,Canada,Iraq,1,0,Qualifiers,1
2025-02-04,France,Sweden,2,1,Qualifiers,1
2025-02-04,Japan,South Korea,3,0,Qualifiers,0
2025-02-05,Czechia,Ivory Coast,2,1,Continental Cup,1
2025-02-05,Iraq,Paraguay,1,3,FIFA World Cup,1
2025-02-05,Iran,Colombia,1,1,Continental Cup,1
2025-02-09,Croatia,Qatar,3,0,Friendly,1
2025-02-10,Ivory Coast,Australia,3,2,Qualifiers,0
2025-02-11,South Korea,Iran,0,1,FIFA World Cup,1
2025-02-11,Bosnia and Herzegovina,South Africa,1,0,Continental Cup,1
2025-02-11,Japan,New Zealand,1,1,Friendly,1
2025-02-12,Ivory Coast,DR Congo,1,0,Qualifiers,1
2025-02-13,England,DR Congo,3,1,Friendly,0
2025-02-13,South Africa,Panama,2,1,Continental Cup,1
2025-02-15,South Korea,Iran,2,2,Friendly,1
2025-02-15,Panama,Ghana,0,1,FIFA World Cup,1
2025-02-16,Bosnia and Herzegovina,Germany,1,2,Qualifiers,1
2025-02-17,Iraq,Croatia,0,2,Qualifiers,1
2025-02-18,Ivory Coast,DR Congo,0,0,Qualifiers,1
2025-02-18,Haiti,Uzbekistan,2,4,Friendly,1
2025-02-18,Norway,Germany,0,3,Qualifiers,1
2025-02-19,Scotland,Uruguay,3,1,Qualifiers,0
2025-02-19,Cape Verde,Qatar,3,1,Friendly,0
2025-02-21,Croatia,Uruguay,1,0,Qualifiers,0
2025-02-22,Ecuador,Austria,1,0,Friendly,1
2025-02-23,Ecuador,Japan,1,2,Continental Cup,1
2025-02-23,France,DR Congo,2,1,Friendly,0
2025-02-24,Jordan,Canada,0,1,Qualifiers,1
2025-02-26,Algeria,South Africa,2,0,Qualifiers,1
2025-02-26,Paraguay,South Korea,2,2,Qualifiers,0
2025-02-27,Iran,DR Congo,0,3,Qualifiers,1
2025-02-27,Iraq,Norway,2,4,Continental Cup,1
2025-02-28,South Korea,Paraguay,1,2,Friendly,1
2025-03-01,Tunisia,Panama,2,2,Qualifiers,0
2025-03-01,Sweden,Türkiye,2,2,Qualifiers,0
2025-03-02,Portugal,Cape Verde,1,3,Friendly,0
2025-03-02,Portugal,Bosnia and Herzegovina,1,2,Friendly,0
2025-03-03,Mexico,Austria,1,0,Qualifiers,1
2025-03-04,Tunisia,Croatia,1,3,Qualifiers,0
2025-03-04,DR Congo,Senegal,3,2,Qualifiers,0
2025-03-06,Canada,Belgium,0,4,FIFA World Cup,1
2025-03-06,South Korea,Iraq,2,0,Qualifiers,1
2025-03-06,Curaçao,Portugal,0,3,Friendly,0
2025-03-10,Ivory Coast,Senegal,0,3,Qualifiers,1
2025-03-11,Brazil,Sweden,0,3,Friendly,0
2025-03-12,Spain,Norway,3,1,Qualifiers,1
2025-03-14,Saudi Arabia,England,1,2,Continental Cup,1
2025-03-16,Uruguay,Egypt,2,1,Qualifiers,1
2025-03-16,Portugal,Brazil,1,1,Qualifiers,0
2025-03-16,Paraguay,South Korea,1,2,Qualifiers,0
2025-03-17,Iraq,Tunisia,3,5,Friendly,0
2025-03-18,Mexico,Jordan,0,1,FIFA World Cup,1
2025-03-21,Saudi Arabia,Netherlands,2,1,Qualifiers,0
2025-03-22,DR Congo,Ivory Coast,1,0,Qualifiers,1
2025-03-22,Scotland,Algeria,1,1,Friendly,1
2025-03-22,Ivory Coast,Curaçao,1,0,Qualifiers,1
2025-03-23,Tunisia,Ivory Coast,1,2,Friendly,1
2025-03-24,Portugal,Czechia,2,2,Qualifiers,0
2025-03-25,Czechia,Netherlands,2,1,Qualifiers,0
2025-03-26,Uruguay,Australia,3,1,Qualifiers,1
2025-03-26,Australia,Bosnia and Herzegovina,1,0,Continental Cup,1
2025-03-28,Paraguay,Bosnia and Herzegovina,1,0,Qualifiers,0
2025-03-28,Czechia,Germany,1,2,Qualifiers,1
2025-03-28,Panama,Belgium,0,2,Qualifiers,0
2025-03-30,Brazil,Iraq,5,1,Qualifiers,0
2025-03-31,Uruguay,Portugal,1,0,Continental Cup,1
2025-04-02,Switzerland,Spain,0,3,Continental Cup,1
2025-04-02,Colombia,Netherlands,0,6,FIFA World Cup,1
2025-04-02,Uzbekistan,Saudi Arabia,5,3,Friendly,0
2025-04-02,Norway,Japan,1,0,Friendly,1
2025-04-02,Ghana,England,2,1,Qualifiers,1
2025-04-03,Haiti,Brazil,1,4,Friendly,1
2025-04-06,Jordan,Norway,0,2,Qualifiers,0
2025-04-08,Czechia,DR Congo,0,1,Qualifiers,0
2025-04-08,Algeria,South Africa,1,2,Qualifiers,1
2025-04-08,Jordan,Egypt,2,2,FIFA World Cup,1
2025-04-09,South Korea,Algeria,3,0,Friendly,1
2025-04-10,Sweden,Japan,2,3,Qualifiers,0
2025-04-10,USA,Iraq,1,1,Qualifiers,0
2025-04-10,Switzerland,Czechia,0,1,Qualifiers,0
2025-04-11,Ivory Coast,Japan,0,0,Friendly,0
2025-04-13,Qatar,Switzerland,1,0,FIFA World Cup,1
2025-04-13,South Korea,Japan,3,5,Friendly,0
2025-04-14,Australia,Ecuador,2,1,Friendly,1
2025-04-14,Belgium,Czechia,1,0,Qualifiers,0
2025-04-15,Ghana,Türkiye,2,2,Qualifiers,0
2025-04-16,South Africa,South Korea,0,3,Qualifiers,1
2025-04-18,Tunisia,France,0,1,Qualifiers,1
2025-04-19,Netherlands,Mexico,3,0,Continental Cup,1
2025-04-19,Netherlands,Brazil,2,1,Friendly,0
2025-04-19,Czechia,Argentina,0,2,Friendly,1
2025-04-22,Senegal,Czechia,5,1,FIFA World Cup,1
2025-04-22,Australia,Haiti,2,0,Friendly,1
2025-04-22,France,South Korea,2,0,Qualifiers,1
2025-04-23,New Zealand,Iran,0,2,Friendly,0
2025-04-23,Germany,Morocco,2,1,Continental Cup,1
2025-04-23,Panama,Sweden,1,1,Qualifiers,0
2025-04-24,Ecuador,Ivory Coast,0,1,Friendly,0
2025-04-27,USA,Saudi Arabia,3,0,Qualifiers,0
2025-04-27,South Africa,Tunisia,1,0,Friendly,0
2025-04-27,Qatar,USA,2,3,Friendly,1
2025-04-28,Saudi Arabia,Uruguay,2,1,Qualifiers,1
2025-04-28,Austria,Ghana,2,1,Qualifiers,1
2025-04-28,Algeria,Qatar,1,1,Qualifiers,0
2025-04-29,Algeria,Curaçao,4,0,Qualifiers,1
2025-04-29,Iran,Tunisia,2,1,FIFA World Cup,1
2025-04-29,Ivory Coast,England,0,2,Friendly,0
2025-05-01,Croatia,Germany,2,1,Continental Cup,1
2025-05-02,Ghana,Uzbekistan,2,3,Qualifiers,0
2025-05-02,Norway,Saudi Arabia,2,2,Qualifiers,1
2025-05-03,Belgium,Switzerland,4,2,Continental Cup,1
2025-05-03,Türkiye,Canada,2,2,Qualifiers,1
2025-05-03,Ecuador,DR Congo,1,1,Friendly,0
2025-05-03,Czechia,South Korea,2,0,FIFA World Cup,1
2025-05-08,Brazil,DR Congo,4,0,Qualifiers,0
2025-05-09,DR Congo,New Zealand,1,2,Continental Cup,1
2025-05-10,France,Czechia,3,2,Friendly,0
2025-05-11,Tunisia,Türkiye,1,0,Qualifiers,1
2025-05-12,Switzerland,Türkiye,1,0,Continental Cup,1
2025-05-12,Algeria,Haiti,3,2,Qualifiers,0
2025-05-13,Uzbekistan,South Africa,2,1,Qualifiers,0
2025-05-13,Czechia,Panama,1,4,Friendly,0
2025-05-13,Mexico,Germany,0,2,Continental Cup,1
2025-05-13,Brazil,Morocco,0,0,Continental Cup,1
2025-05-13,Curaçao,Qatar,1,3,Friendly,0
2025-05-13,Curaçao,Iran,2,1,Qualifiers,1
2025-05-14,Panama,Uzbekistan,1,2,Qualifiers,1
2025-05-15,Iraq,Netherlands,0,2,Continental Cup,1
2025-05-15,Canada,Egypt,1,2,Friendly,0
2025-05-16,Colombia,Qatar,5,0,Continental Cup,1
2025-05-16,Croatia,Iraq,2,0,Friendly,1
2025-05-16,Morocco,Japan,3,5,Qualifiers,1
2025-05-21,Ivory Coast,Argentina,0,2,Continental Cup,1
2025-05-21,Bosnia and Herzegovina,Saudi Arabia,0,1,Friendly,0
2025-05-22,Ecuador,Czechia,0,1,Qualifiers,1
2025-05-23,Saudi Arabia,DR Congo,2,1,Qualifiers,0
2025-05-26,Japan,Egypt,3,1,Friendly,1
2025-05-28,Ecuador,Iraq,2,0,Friendly,1
2025-05-28,Morocco,Netherlands,0,2,Qualifiers,0
2025-05-29,DR Congo,Germany,3,2,Qualifiers,0
2025-05-30,Portugal,Morocco,1,1,Friendly,0
2025-05-30,Uruguay,Iran,2,1,Qualifiers,1
2025-05-31,New Zealand,England,1,3,Friendly,0
2025-06-01,Mexico,Panama,0,1,Qualifiers,1
2025-06-02,Mexico,Curaçao,3,2,Friendly,1
2025-06-03,Norway,Colombia,1,4,Qualifiers,1
2025-06-04,Mexico,Croatia,0,0,Continental Cup,1
2025-06-06,Iraq,Czechia,1,2,Friendly,0
2025-06-06,Tunisia,Saudi Arabia,1,3,Friendly,1
2025-06-06,Netherlands,Egypt,2,1,Friendly,0
2025-06-07,Uruguay,USA,3,2,Friendly,1
2025-06-07,Sweden,Mexico,2,3,FIFA World Cup,1
2025-06-07,Cape Verde,Iraq,3,2,Qualifiers,1
2025-06-08,Ghana,Portugal,2,1,Qualifiers,0
2025-06-09,Iraq,Türkiye,0,6,Friendly,1
2025-06-09,Bosnia and Herzegovina,Paraguay,0,0,Qualifiers,1
2025-06-11,France,Ecuador,3,1,Friendly,0
2025-06-14,Brazil,Colombia,0,1,Friendly,1
2025-06-16,Saudi Arabia,Spain,0,0,Friendly,1
2025-06-18,Belgium,Norway,2,0,FIFA World Cup,1
2025-06-21,DR Congo,Norway,2,1,Qualifiers,1
2025-06-21,Belgium,Uzbekistan,3,1,Qualifiers,1
2025-06-21,Ivory Coast,Ghana,0,2,Friendly,0
2025-06-21,Brazil,South Korea,0,0,Continental Cup,1
2025-06-21,Austria,Jordan,2,0,Qualifiers,0
2025-06-24,Iraq,Japan,2,1,Friendly,0
2025-06-24,Netherlands,Germany,0,4,Friendly,1
2025-06-25,Austria,Iraq,3,1,Qualifiers,0
2025-06-25,Iraq,Uzbekistan,3,0,Continental Cup,1
2025-06-26,Austria,Cape Verde,1,2,Friendly,1
2025-06-26,England,Netherlands,0,3,Qualifiers,1
2025-06-27,Netherlands,Czechia,3,3,Qualifiers,1
2025-06-28,Curaçao,South Korea,1,0,Qualifiers,0
2025-06-28,Paraguay,Mexico,2,1,Qualifiers,1
2025-06-29,Saudi Arabia,Türkiye,0,0,Qualifiers,0
2025-06-29,Czechia,England,3,0,Qualifiers,0
2025-06-30,Portugal,Colombia,3,1,Qualifiers,0
2025-07-01,Qatar,Belgium,1,0,Qualifiers,0
2025-07-01,Germany,Panama,3,0,Friendly,1
2025-07-03,Senegal,Portugal,0,2,Friendly,0
2025-07-04,Norway,Czechia,0,0,Qualifiers,0
2025-07-05,Switzerland,Czechia,0,0,Qualifiers,0
2025-07-06,Argentina,Scotland,3,2,Continental Cup,1
2025-07-06,Uzbekistan,Germany,1,2,Qualifiers,0
2025-07-10,Jordan,Norway,0,1,Qualifiers,0
2025-07-12,Germany,Haiti,2,2,Continental Cup,1
2025-07-12,Uzbekistan,Iran,1,0,Continental Cup,1
2025-07-12,Saudi Arabia,Belgium,1,2,Qualifiers,0
2025-07-13,Iraq,Senegal,1,2,Continental Cup,1
2025-07-13,Iraq,Germany,0,2,Friendly,1
2025-07-13,Colombia,Qatar,2,0,Friendly,0
2025-07-14,Algeria,USA,1,0,Friendly,1
2025-07-14,Jordan,Austria,0,2,Qualifiers,1
2025-07-16,New Zealand,Netherlands,3,1,Friendly,0
2025-07-16,South Africa,Norway,0,2,FIFA World Cup,1
2025-07-16,Cape Verde,Argentina,0,0,Qualifiers,0
2025-07-17,Colombia,Mexico,0,0,Continental Cup,1
2025-07-17,Scotland,Bosnia and Herzegovina,1,2,Qualifiers,0
2025-07-19,South Korea,Senegal,2,1,Friendly,1
2025-07-20,Netherlands,Ivory Coast,1,1,Friendly,1
2025-07-20,Scotland,Czechia,0,1,Friendly,1
2025-07-20,Switzerland,Mexico,0,1,Qualifiers,0
2025-07-20,Brazil,Uzbekistan,2,1,Friendly,1
2025-07-21,Ghana,Belgium,1,3,Friendly,0
2025-07-21,Norway,Uzbekistan,3,0,Qualifiers,0
2025-07-22,Tunisia,Senegal,1,1,Qualifiers,1
2025-07-22,Panama,Scotland,0,2,Continental Cup,1
2025-07-23,Czechia,Türkiye,0,1,Qualifiers,0
2025-07-26,Croatia,Türkiye,2,0,Qualifiers,0
2025-07-26,Iraq,Cape Verde,1,1,Continental Cup,1
2025-07-27,Switzerland,Jordan,4,0,Friendly,0
2025-07-27,Morocco,DR Congo,1,0,Qualifiers,0
2025-07-28,Qatar,Morocco,0,2,Friendly,1
2025-07-29,Tunisia,Bosnia and Herzegovina,1,0,Continental Cup,1
2025-07-29,Czechia,Ivory Coast,0,3,Friendly,1
2025-07-29,Belgium,Netherlands,0,0,Qualifiers,1
2025-07-30,Switzerland,Ivory Coast,1,1,Qualifiers,1
2025-07-30,Germany,Mexico,2,0,Friendly,0
2025-07-30,South Korea,Iraq,1,1,Friendly,0
2025-07-31,Morocco,Mexico,2,3,Friendly,1
2025-08-02,Qatar,Australia,1,2,Friendly,0
2025-08-03,Tunisia,Paraguay,0,2,Qualifiers,1
2025-08-05,Netherlands,USA,0,2,Continental Cup,1
2025-08-06,Ivory Coast,Japan,0,1,Qualifiers,1
2025-08-07,Qatar,Scotland,3,4,Qualifiers,0
2025-08-07,Haiti,Qatar,1,1,Friendly,0
2025-08-07,Senegal,Croatia,0,2,Continental Cup,1
2025-08-08,Curaçao,Czechia,0,2,Friendly,0
2025-08-08,Egypt,Paraguay,2,0,Qualifiers,0
2025-08-10,Tunisia,Iran,2,3,Qualifiers,1
2025-08-11,Cape Verde,Iraq,1,1,Friendly,1
2025-08-12,Switzerland,Norway,2,2,FIFA World Cup,1
2025-08-13,Tunisia,Uruguay,1,3,Continental Cup,1
2025-08-15,Switzerland,Bosnia and Herzegovina,1,1,Qualifiers,0
2025-08-15,Japan,Egypt,0,1,Friendly,0
2025-08-16,Tunisia,Belgium,0,1,Qualifiers,0
2025-08-18,Uruguay,Bosnia and Herzegovina,1,0,Qualifiers,1
2025-08-19,Algeria,Senegal,1,3,Qualifiers,0
2025-08-21,Paraguay,Czechia,1,1,Continental Cup,1
2025-08-22,Belgium,Netherlands,1,3,Qualifiers,1
2025-08-22,Austria,Iran,0,0,Qualifiers,0
2025-08-23,South Korea,Morocco,1,0,Qualifiers,0
2025-08-24,Iraq,Algeria,2,0,Friendly,0
2025-08-25,Argentina,Austria,2,1,Continental Cup,1
2025-08-26,Uzbekistan,Senegal,1,0,Qualifiers,0
2025-08-27,Panama,Cape Verde,1,3,Continental Cup,1
2025-08-27,Canada,Egypt,3,1,Friendly,1
2025-08-28,Uzbekistan,England,2,3,Qualifiers,0
2025-08-28,Jordan,Mexico,1,2,Friendly,0
2025-08-29,Japan,South Africa,2,1,Friendly,0
2025-08-31,Uzbekistan,Jordan,0,0,Qualifiers,1
2025-09-06,Argentina,Uzbekistan,2,1,Qualifiers,1
2025-09-07,Scotland,France,1,3,Friendly,1
2025-09-09,Paraguay,Sweden,0,3,Friendly,1
2025-09-09,Paraguay,Czechia,1,1,Qualifiers,0
2025-09-09,Belgium,Senegal,0,1,Continental Cup,1
2025-09-09,Tunisia,Algeria,1,1,Continental Cup,1
2025-09-10,South Korea,Argentina,3,0,Qualifiers,0
2025-09-10,Croatia,Tunisia,2,1,Qualifiers,1
2025-09-11,Switzerland,Mexico,2,3,Friendly,0
2025-09-12,Norway,Japan,0,2,Qualifiers,0
2025-09-13,Germany,Uzbekistan,2,1,Friendly,0
2025-09-13,Panama,Norway,2,2,Qualifiers,0
2025-09-14,Czechia,Paraguay,2,1,Qualifiers,1
2025-09-15,Uzbekistan,Bosnia and Herzegovina,1,1,Qualifiers,0
2025-09-16,France,Curaçao,2,1,Qualifiers,0
2025-09-16,Algeria,Scotland,2,3,Qualifiers,0
2025-09-18,USA,Brazil,0,1,Qualifiers,0
2025-09-21,England,Cape Verde,4,0,Continental Cup,1
2025-09-22,Sweden,Ivory Coast,0,0,Qualifiers,0
2025-09-22,Canada,Japan,0,0,Qualifiers,0
2025-09-23,France,Netherlands,1,2,Qualifiers,0
2025-09-23,Algeria,Senegal,0,0,Friendly,1
2025-09-25,Croatia,Jordan,1,2,Friendly,0
2025-09-25,Scotland,Australia,0,0,Friendly,1
2025-09-26,Croatia,England,2,2,Friendly,1
2025-09-29,Egypt,Colombia,3,1,Qualifiers,0
2025-09-29,Canada,Senegal,1,2,Qualifiers,0
2025-10-04,Argentina,Spain,4,2,Continental Cup,1
2025-10-04,Bosnia and Herzegovina,Japan,0,1,Friendly,1
2025-10-05,Paraguay,Portugal,1,3,Qualifiers,0
2025-10-07,Czechia,Iran,1,1,Friendly,1
2025-10-08,Uzbekistan,Egypt,2,0,Qualifiers,1
2025-10-09,Portugal,Sweden,1,0,Friendly,1
2025-10-09,Iran,Jordan,2,1,Continental Cup,1
2025-10-10,Spain,Portugal,3,2,Continental Cup,1
2025-10-12,Argentina,Australia,0,1,Continental Cup,1
2025-10-12,Austria,New Zealand,4,2,Qualifiers,1
2025-10-14,Belgium,Uzbekistan,2,1,Continental Cup,1
2025-10-15,Germany,Ghana,3,0,FIFA World Cup,1
2025-10-16,Cape Verde,Jordan,0,2,Friendly,1
